pseudo_mr,text
HeroQuest average rating good. HeroQuest instance of board game. HeroQuest publisher Games Workshop. HeroQuest domain board game.,You enjoyed HeroQuest. Do you usually like Games Workshop board games?
"Afrikan tähti country of origin Finland. Afrikan tähti alternate names African Star, Diamond Hunt. Afrikan tähti domain board game."," Have you heard of Afrikan tähti, a board game from Finland that also goes by the names African Star and Diamond Hunt?"
Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Have you ever heard of the board game Punaisten ja valkoisten taistelu Suomessa 1918? It's a wargame.
Cosmic Encounter average rating average. Cosmic Encounter publisher Fantasy Flight Games. Cosmic Encounter instance of board game. Cosmic Encounter domain board game.,You said Cosmic Encounter was just okay. Do you think all Fantasy Flight Games board games are average?
Dune average rating excellent. Dune genre science fiction. Dune publisher Avalon Hill. Dune domain board game.,You loved Dune. Do you think all science fiction board games from Avalon Hill are great?
Thurn and Taxis average rating good. Thurn and Taxis developer Andreas Seyfarth. Thurn and Taxis instance of board game. Thurn and Taxis domain board game.,You said you like Thurn and Taxis. Is this usually the case for board games by Andreas Seyfarth?
Cosmic Encounter genre science fiction. Cosmic Encounter instance of board game. Cosmic Encounter domain board game.,"
Are you talking about the science fiction board game Cosmic Encounter?"
board game specifier engaging. board game maximum number of players 5. board game domain board game.,What's an engaging board game you can play with up to 5 players?
board game specifier stimulating. board game genre fantasy. board game domain board game.,Have you ever played a stimulating fantasy board game?
Thurn and Taxis average rating good. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis domain board game.,You liked Thurn and Taxis a lot. Do you usually have a good opinion of board games by Karen Seyfarth?
Cosmic Encounter genre science fiction. Cosmic Encounter average rating average. Cosmic Encounter maximum number of players 8. Cosmic Encounter complexity rating complex. Cosmic Encounter minimum playing time 90. Cosmic Encounter publication year 1977. Cosmic Encounter minimum number of players 3. Cosmic Encounter domain board game.,Cosmic Encounter is a complex science fiction board game from 1977. It typically requires 3-8 players with a minimum playing time of 90 minutes. It has an average rating.
Yomi alternate names Yomi: Fighting Card Game. Yomi genre card game. Yomi domain board game.," Have you ever heard of Yomi, or its alternate name Yomi: Fighting Card Game? It's a card game that's also a board game."
Twilight Struggle instance of board game. Twilight Struggle domain board game.," Have you ever played a board game, like Twilight Struggle?"
Barbarossa publisher Franckh-Kosmos. Barbarossa developer Klaus Teuber. Barbarossa domain board game.," Have you ever played a board game from Klaus Teuber, published by Franckh-Kosmos, like Barbarossa?"
Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill domain board game.,Betrayal at House on the Hill is a cooperative board game.
board game specifier strategic. board game instance of board game. board game domain board game.,What's the most strategic board game instance you know of?
board game specifier frustrating. board game genre science fiction. board game domain board game.,Have you ever played a frustrating board game in the science fiction genre?
board game specifier tedious. board game maximum number of players 4. board game domain board game.,What board game do you think is the most tedious for a four-player game?
Dune genre science fiction. Dune publication year 1979. Dune domain board game.," Are you referring to the 1979 science fiction board game, Dune?"
board game specifier educational. board game game mechanics deductive reasoning. board game domain board game.,What board game with deductive reasoning game mechanics do you think is educational?
Thurn and Taxis genre historical board game. Thurn and Taxis publication year 2006. Thurn and Taxis average rating good. Thurn and Taxis domain board game.,Thurn and Taxis is a 2006 historical board game with a good rating.
Crossings genre abstract strategy game. Crossings domain board game.,"
Are you talking about the abstract strategy board game, Crossings?"
Enchanted Forest maximum number of players 6. Enchanted Forest instance of board game. Enchanted Forest domain board game.," Have you ever played a board game for up to 6 players, like Enchanted Forest?"
War of 1812 genre wargame. War of 1812 publication year 1973. War of 1812 instance of board game. War of 1812 domain board game.,War of 1812 is a 1973 wargame board game.
Thurn and Taxis publisher Hans im Glück. Thurn and Taxis domain board game.," Have you heard of Thurn and Taxis, the Hans im Glück board game?"
Stratego genre board wargame. Stratego instance of board game. Stratego domain board game.," Have you ever played a board wargame, like Stratego?"
War of 1812 genre wargame. War of 1812 minimum playing time 90. War of 1812 publisher Columbia Games. War of 1812 average rating average. War of 1812 instance of board game. War of 1812 minimum number of players 2. War of 1812 complexity rating complex. War of 1812 domain board game.,War of 1812 is a complex wargame board game published by Columbia Games with an average rating. It requires a minimum of 2 players and a playing time of 90 minutes.
Scotland Yard genre deduction game. Scotland Yard publisher Ravensburger. Scotland Yard average rating average. Scotland Yard alternate names Fanton. Scotland Yard domain board game.," Scotland Yard, also known as Fanton, is an average deduction board game published by Ravensburger."
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.,You really enjoyed Sherlock Holmes Consulting Detective. Do you usually like board games with deductive reasoning mechanics?
Chicago instance of board game. Chicago genre strategy game. Chicago domain board game.," Have you ever played a strategy board game, like Chicago?"
Carcassonne publication year 2000. Carcassonne publisher Hans im Glück. Carcassonne domain board game.," Are you referring to the Hans im Glück board game Carcassonne, published in 2000?"
