mr,text
"inform(name[Seven Nation Army], genres[garage rock], instance_of[single], producer[Jack White], publication_year[2003])"," Axis and Allies, also known as Axis and Allies, is a board wargame that requires a minimum time of 180 minutes and between 2 and 5 players."
"inform(name[Wanna Get to Know You], genres[hip hop music], rating[good], record_label[G-Unit Records], from_album[Beg for Mercy])",Are you talking about the 1951 board game Afrikan tähti?
"inform(name[As It Was], genres[synth-pop], instance_of[single], publication_year[2022], rating[excellent])"," Have you heard of Risk, or its alternate name Risk!? It's a board game published by Miro Company."
"inform(name[I Was Gonna Cancel], genres[synth-pop], from_album[Kiss Me Once], record_label[Parlophone], rating[good])",Mystery Motive for Murder is a 2015 moderate mystery fiction board game developed by Bruce Glassco with an average rating. It has a minimum playing time of 30 minutes.
"inform(name[Seven Nation Army], genres[alternative rock], instance_of[single], from_album[Elephant], record_label[XL Recordings])",What's the most uninspiring roll-and-move board game you've played?
"inform(name[Viva la Vida], genres[baroque pop], performer[Coldplay], producer[Rik Simpson], from_album[Viva la Vida or Death and All His Friends])",Barbarossa is a fantasy board game that was published in 1988 and has an average rating. It has a minimum playing time of 60 minutes.
"inform(name[The Way I Are], genres[pop music], from_album[All Your Fault: Pt. 2], instance_of[single], rating[excellent])",Crossings is a complex abstract strategy board game for 2 players with a minimum playing time of 20 minutes.
"inform(name[Get Up!], genres[nu metal], is_from_album[True], record_label[Roadrunner Records], instance_of[single])"," Have you ever played a fantasy board game, like Battle Masters?"
"inform(name[Cold Heart], genres[disco], publication_year[2021], is_from_album[False], performer[Dua Lipa, Elton John])",Betrayal at House on the Hill is an average board game. The complexity rating is complex and the publication year of 2004 make it a great choice for experienced players.
"inform(name[Sweet Home Alabama], genres[rock music], publication_year[1974], producer[Al Kooper], performer[Lynyrd Skynyrd])",Star Realms is a science fiction board game with a moderate complexity and excellent rating. It can be played by 2 to 6 players.
"inform(name[Afterlife], genres[indie rock], performer[Arcade Fire], record_label[Merge Records], rating[good])"," Have you heard of Lord of the Rings, the board game developed by Reiner Knizia?"
"inform(name[Dragostea Din Tei], genres[Eurodance], from_album[DiscO-Zone], publication_year[2003], performer[O-Zone])",You found Enchanted Forest to be mediocre. Is this usually your opinion of fantasy board games?
"inform(name[I Still...], genres[pop music], record_label[Jive Records], instance_of[single], from_album[Never Gone])",You said that Lord of the Rings was an average game. Is this the same for all of Reiner Knizia's fantasy board games?
"inform(name[Stereotypes], genres[Britpop], publication_year[1996], from_album[The Great Escape], instance_of[single])",What's the most strategic board game with a deductive reasoning game mechanic?
"inform(name[Seven Nation Army], genres[garage rock], is_from_album[True], producer[Jack White], publication_year[2003])","
Are you referring to the Bruce Glassco board game Mystery Motive for Murder, published by Mayfair Games?"
"inform(name[Blinding Lights], genres[electropop], from_album[The Weeknd singles discography], producer[Max Martin], performer[The Weeknd])",Betrayal at House on the Hill is a complex horror fiction board game developed by Bruce Glassco and published by Asmodee. It has a minimum playing time of 60 minutes.
"inform(name[Take My Breath Away], genres[synth-pop], record_label[Columbia Records], from_album[Top Gun 鈥?Original Motion Picture Soundtrack], instance_of[musical work/composition])",What's the most confusing board game you can play with at least three players?
"inform(name[Evolution], genres[nu metal], producer[Atticus Ross], is_from_album[True], record_label[EMI])",Are you talking about the board game Twilight Struggle from GMT Games?
"inform(name[Paint It Black], genres[rock music], performer[The Rolling Stones], instance_of[single], from_album[Aftermath])",You loved Sherlock Holmes Consulting Detective. Do you usually have a great opinion of Space Cowboys board games?
"inform(name[Space Oddity], genres[space rock], publication_year[1969], performer[David Bowie], from_album[David Bowie])",What stimulating board game can you play with up to 5 players?
"inform(name[Mr. Brightside], genres[indie rock], is_from_album[True], publication_year[2003], rating[excellent])",What frustrating science fiction board game have you played?
"inform(name[Break My Soul], genres[disco], publication_year[2022], producer[The-Dream], performer[Beyonc茅])",You found Axis and Allies to be just okay. Do you think all board games by Larry Harris and Avalon Hill are mediocre?
"inform(name[Wild], genres[synth-pop], rating[excellent], publication_year[2015], instance_of[single])"," Stratego, also known as Excalibur, Mini Stratego, Original Stratego, and Royal Stratego, is a moderate board wargame published by Jumbo Games for 2 players."
"inform(name[Paint It Black], genres[rock music], publication_year[1966], is_from_album[True], instance_of[single])",You said Betrayal at House on the Hill was just okay. Are horror fiction board games usually mediocre to you?
"inform(name[Space Oddity], genres[space rock], rating[excellent], publication_year[1969], from_album[David Bowie])",Spirit Island is an excellent board game. The advanced complexity and 2017 publication year make it a great choice for experienced gamers.
"inform(name[I], genres[hip hop music], rating[excellent], record_label[Aftermath Entertainment], instance_of[single])"," Punaisten ja valkoisten taistelu Suomessa 1918 is a poor board game, despite its publication year of 1918 and its wargame genre."
"inform(name[Marilyn Monroe], genres[funk], performer[Pharrell Williams], instance_of[single], producer[Pharrell Williams])","
Are you referring to Franckh-Kosmos' Barbarossa fantasy board game?"
"inform(name[The Way I Are], genres[pop music], performer[Bebe Rexha], from_album[All Your Fault: Pt. 2], is_from_album[True])",You found Monopoly to be boring. Do you usually not like Hasbro board games?
"inform(name[Hold My Hand], genres[arena rock], rating[good], is_from_album[False], record_label[Interscope Records])"," Have you heard of Scotland Yard, the Ravensburger board game?"
"inform(name[Habibi], genres[reggaeton], rating[excellent], instance_of[single], record_label[Sony Music])",You loved Star Realms. Do you usually like board games from Darwin Kastle?
"inform(name[Careless Whisper], genres[pop music], publication_year[1984], performer[George Michael], producer[George Michael])"," Star Realms is a science fiction board game with an excellent rating, published in 2014. It has a moderate complexity rating and can be played with 2 to 6 players in a minimum of 20 minutes."
"inform(name[In My Bed], genres[soul music], record_label[Island Records], publication_year[2004], producer[Salaam Remi])"," Have you ever heard of Axis and Allies, the American board game?"
"inform(name[Right Here, Right Now], genres[electronic dance music], performer[Giorgio Moroder], rating[good], instance_of[single])",Battle Masters is an average board game in my opinion. The fantasy genre and maximum number of players of 2 make it a bit too limited for me.
"inform(name[I Was Gonna Cancel], genres[synth-pop], instance_of[musical work/composition], performer[Kylie Minogue], from_album[Kiss Me Once])"," Have you ever played a board game created by Bruce Glassco in the mystery fiction genre, like Mystery Motive for Murder?"
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], rating[good], record_label[Roc-A-Fella Records], from_album[Vol. 2... Hard Knock Life])","
Have you ever played a board game in the fantasy genre, like Descent Journeys in the Dark?"
"inform(name[Wanna Get to Know You], genres[hip hop music], from_album[Beg for Mercy], producer[Red Spyda], rating[good])",What makes you think board games with a strategy game genre are so poor?
"inform(name[Take My Breath Away], genres[synth-pop], instance_of[musical work/composition], producer[Giorgio Moroder], publication_year[1986])",Mangala is a simple abstract strategy board game based on mancala for at least two players with an average rating.
"inform(name[All or Nothing], genres[pop music], record_label[Arista Records], instance_of[single], publication_year[1990])",You said A Game of Thrones was good. Do you usually enjoy fantasy board games?
"inform(name[Bitter Sweet Symphony], genres[alternative rock], is_from_album[True], producer[Youth], record_label[Hut Records])",Axis and Allies is an average board game. The maximum number of players of 5 and the minimum number of players of 2 make it great for a group of friends.
"inform(name[Wild], genres[synth-pop], rating[excellent], publication_year[2015], record_label[Universal Music Australia])",Enchanted Forest is a fantasy board game developed by Michel Matschoss and published by Ravensburger. It requires a minimum of 2 players and has a maximum playing time of 60 minutes.
