mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"inform(name[Take My Breath Away], genres[synth-pop], record_label[Columbia Records], publication_year[1986], performer[Berlin], from_album[Top Gun – Original Motion Picture Soundtrack])",Take My Breath Away genres synth-pop. Take My Breath Away record label Columbia Records. Take My Breath Away publication year 1986. Take My Breath Away performer Berlin. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away domain songs.,inform,0,,,6,100
"inform(name[Right Here, Right Now], genres[disco], rating[good], performer[Giorgio Moroder], record_label[RCA Records], from_album[Déjà Vu])","Right Here, Right Now genres disco. Right Here, Right Now rating good. Right Here, Right Now performer Giorgio Moroder. Right Here, Right Now record label RCA Records. Right Here, Right Now from album Déjà Vu. Right Here, Right Now domain songs.",inform,0,,,6,100
"inform(name[Feel Again], genres[pop music], record_label[Interscope Records], performer[OneRepublic], from_album[Native], publication_year[2012])",Feel Again genres pop music. Feel Again record label Interscope Records. Feel Again performer OneRepublic. Feel Again from album Native. Feel Again publication year 2012. Feel Again domain songs.,inform,0,,,6,100
"inform(name[Apple Shampoo], genres[pop punk], producer[Mark Trombino], record_label[MCA Records], publication_year[1997], from_album[Dude Ranch])",Apple Shampoo genres pop punk. Apple Shampoo producer Mark Trombino. Apple Shampoo record label MCA Records. Apple Shampoo publication year 1997. Apple Shampoo from album Dude Ranch. Apple Shampoo domain songs.,inform,0,,,6,100
"inform(name[Stairway to Heaven], genres[progressive rock], performer[Led Zeppelin], producer[Jimmy Page], from_album[Led Zeppelin IV], record_label[Atlantic Records])",Stairway to Heaven genres progressive rock. Stairway to Heaven performer Led Zeppelin. Stairway to Heaven producer Jimmy Page. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven record label Atlantic Records. Stairway to Heaven domain songs.,inform,1,,performer,6,83.33333333
"inform(name[Old Town Road], genres[Southern hip hop], producer[Trent Reznor], rating[excellent], record_label[Columbia Records], performer[Lil Nas X])",Old Town Road genres Southern hip hop. Old Town Road producer Trent Reznor. Old Town Road rating excellent. Old Town Road record label Columbia Records. Old Town Road performer Lil Nas X. Old Town Road domain songs.,inform,0,,,6,100
"inform(name[Feel Again], genres[pop music], rating[excellent], from_album[Native], producer[Ryan Tedder], record_label[Interscope Records])",Feel Again genres pop music. Feel Again rating excellent. Feel Again from album Native. Feel Again producer Ryan Tedder. Feel Again record label Interscope Records. Feel Again domain songs.,inform,0,,,6,100
"inform(name[Stargazing], genres[tropical house], rating[excellent], from_album[Stargazing], publication_year[2017], record_label[Sony Music])",Stargazing genres tropical house. Stargazing rating excellent. Stargazing from album Stargazing. Stargazing publication year 2017. Stargazing record label Sony Music. Stargazing domain songs.,inform,0,,,6,100
"inform(name[Space Oddity], genres[folk rock], record_label[Philips Records], from_album[David Bowie], rating[excellent], producer[Gus Dudgeon])",Space Oddity genres folk rock. Space Oddity record label Philips Records. Space Oddity from album David Bowie. Space Oddity rating excellent. Space Oddity producer Gus Dudgeon. Space Oddity domain songs.,inform,0,,,6,100
"inform(name[The Way I Are], genres[pop music], record_label[Warner Bros. Records], from_album[All Your Fault: Pt. 2], publication_year[2017], performer[Bebe Rexha])",The Way I Are genres pop music. The Way I Are record label Warner Bros. Records. The Way I Are from album All Your Fault: Pt. 2. The Way I Are publication year 2017. The Way I Are performer Bebe Rexha. The Way I Are domain songs.,inform,0,,,6,100
"inform(name[Littlest Things], genres[contemporary R&B], producer[Mark Ronson], from_album[Alright], publication_year[2006], performer[Lily Allen])",Littlest Things genres contemporary R&B. Littlest Things producer Mark Ronson. Littlest Things from album Alright. Littlest Things publication year 2006. Littlest Things performer Lily Allen. Littlest Things domain songs.,inform,0,,,6,100
"inform(name[Viva la Vida], genres[baroque pop], from_album[Viva la Vida or Death and All His Friends], producer[Rik Simpson], record_label[Parlophone], rating[excellent])",Viva la Vida genres baroque pop. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida producer Rik Simpson. Viva la Vida record label Parlophone. Viva la Vida rating excellent. Viva la Vida domain songs.,inform,1,from_album,,6,83.33333333
"inform(name[Wanna Get to Know You], genres[hip hop music], record_label[G-Unit Records], publication_year[2004], rating[good], performer[Joe, G-Unit])","Wanna Get to Know You genres hip hop music. Wanna Get to Know You record label G-Unit Records. Wanna Get to Know You publication year 2004. Wanna Get to Know You rating good. Wanna Get to Know You performer Joe, G-Unit. Wanna Get to Know You domain songs.",inform,0,,,6,100
"inform(name[King of Sorrow], genres[contemporary R&B], from_album[Lovers Rock], rating[excellent], performer[Sade], record_label[Epic Records])",King of Sorrow genres contemporary R&B. King of Sorrow from album Lovers Rock. King of Sorrow rating excellent. King of Sorrow performer Sade. King of Sorrow record label Epic Records. King of Sorrow domain songs.,inform,0,,,6,100
"inform(name[All or Nothing], genres[pop music], producer[Frank Farian], performer[Milli Vanilli], from_album[Girl You Know Its True], rating[good])",All or Nothing genres pop music. All or Nothing producer Frank Farian. All or Nothing performer Milli Vanilli. All or Nothing from album Girl You Know Its yes. All or Nothing rating good. All or Nothing domain songs.,inform,1,from_album,,6,83.33333333
"inform(name[Bitter Sweet Symphony], genres[alternative rock], rating[excellent], performer[The Verve], from_album[Urban Hymns], producer[Youth])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony domain songs.,inform,0,,,6,100
"inform(name[Mr. Brightside], genres[indie rock], from_album[Hot Fuss], publication_year[2003], record_label[Island Records], performer[The Killers])",Mr. Brightside genres indie rock. Mr. Brightside from album Hot Fuss. Mr. Brightside publication year 2003. Mr. Brightside record label Island Records. Mr. Brightside performer The Killers. Mr. Brightside domain songs.,inform,0,,,6,100
"inform(name[Kings of the Wild Frontier], genres[post-punk], producer[Chris Hughes], record_label[Sony Music], performer[Adam and the Ants], rating[good])",Kings of the Wild Frontier genres post-punk. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier performer Adam and the Ants. Kings of the Wild Frontier rating good. Kings of the Wild Frontier domain songs.,inform,0,,,6,100
"inform(name[Mad Love], genres[electropop], record_label[Polydor Records], rating[excellent], producer[Steve Mac], performer[Mabel])",Mad Love genres electropop. Mad Love record label Polydor Records. Mad Love rating excellent. Mad Love producer Steve Mac. Mad Love performer Mabel. Mad Love domain songs.,inform,0,,,6,100
"inform(name[Paint It Black], genres[rock music], publication_year[1966], producer[Andrew Loog Oldham], rating[excellent], from_album[Aftermath])",Paint It Black genres rock music. Paint It Black publication year 1966. Paint It Black producer Andrew Loog Oldham. Paint It Black rating excellent. Paint It Black from album Aftermath. Paint It Black domain songs.,inform,0,,,6,100
"inform(name[Cold Heart], genres[disco], publication_year[2021], producer[Pnau], from_album[N/A""], record_label[Virgin EMI Records])","Cold Heart genres disco. Cold Heart publication year 2021. Cold Heart producer Pnau. Cold Heart from album N/A"". Cold Heart record label Virgin EMI Records. Cold Heart domain songs.",inform,0,,,6,100
"inform(name[Poison], genres[dance-pop], from_album[Killer Love], publication_year[2010], record_label[Interscope Records], rating[excellent])",Poison genres dance-pop. Poison from album Killer Love. Poison publication year 2010. Poison record label Interscope Records. Poison rating excellent. Poison domain songs.,inform,0,,,6,100
"inform(name[For a Friend], genres[pop music], from_album[Red], performer[The Communards], publication_year[1988], producer[Stephen Hague])",For a Friend genres pop music. For a Friend from album Red. For a Friend performer The Communards. For a Friend publication year 1988. For a Friend producer Stephen Hague. For a Friend domain songs.,inform,0,,,6,100
"inform(name[Somebody That I Used to Know], genres[indie pop], producer[Gotye], record_label[Island Records], from_album[Making Mirrors], publication_year[2011])",Somebody That I Used to Know genres indie pop. Somebody That I Used to Know producer Gotye. Somebody That I Used to Know record label Island Records. Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know publication year 2011. Somebody That I Used to Know domain songs.,inform,0,,,6,100
"inform(name[Bitter Sweet Symphony], genres[alternative rock], publication_year[1997], rating[excellent], performer[The Verve], producer[Youth])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony domain songs.,inform,0,,,6,100
"inform(name[For a Friend], genres[pop music], publication_year[1988], rating[mediocre], producer[Stephen Hague], record_label[London])",For a Friend genres pop music. For a Friend publication year 1988. For a Friend rating mediocre. For a Friend producer Stephen Hague. For a Friend record label London. For a Friend domain songs.,inform,0,,,6,100
"inform(name[Apple Shampoo], genres[pop punk], rating[good], producer[Mark Trombino], from_album[Dude Ranch], performer[Blink-182])",Apple Shampoo genres pop punk. Apple Shampoo rating good. Apple Shampoo producer Mark Trombino. Apple Shampoo from album Dude Ranch. Apple Shampoo performer Blink-182. Apple Shampoo domain songs.,inform,0,,,6,100
"inform(name[Stereotypes], genres[Britpop], rating[good], from_album[The Great Escape], record_label[Food Records], performer[Blur])",Stereotypes genres Britpop. Stereotypes rating good. Stereotypes from album The Great Escape. Stereotypes record label Food Records. Stereotypes performer Blur. Stereotypes domain songs.,inform,0,,,6,100
"inform(name[Mad Love], genres[electropop], publication_year[2019], producer[Steve Mac], from_album[Mabel singles discography], performer[Mabel])",Mad Love genres electropop. Mad Love publication year 2019. Mad Love producer Steve Mac. Mad Love from album Mabel singles discography. Mad Love performer Mabel. Mad Love domain songs.,inform,1,,performer,6,83.33333333
"inform(name[As It Was], genres[synth-pop], producer[Kid Harpoon], performer[Harry Styles], rating[excellent], from_album[Harrys House])",As It Was genres synth-pop. As It Was producer Kid Harpoon. As It Was performer Harry Styles. As It Was rating excellent. As It Was from album Harrys House. As It Was domain songs.,inform,0,,,6,100
"inform(name[Money for Nothing], genres[rock music], publication_year[1985], producer[Mark Knopfler], rating[excellent], performer[Dire Straits])",Money for Nothing genres rock music. Money for Nothing publication year 1985. Money for Nothing producer Mark Knopfler. Money for Nothing rating excellent. Money for Nothing performer Dire Straits. Money for Nothing domain songs.,inform,0,,,6,100
"inform(name[Afterlife], genres[indie rock], from_album[Reflektor], rating[good], publication_year[2013], producer[James Murphy])",Afterlife genres indie rock. Afterlife from album Reflektor. Afterlife rating good. Afterlife publication year 2013. Afterlife producer James Murphy. Afterlife domain songs.,inform,0,,,6,100
"inform(name[Cold Heart], genres[disco], record_label[Mercury Records], performer[Dua Lipa, Elton John], producer[Pnau], publication_year[2021])","Cold Heart genres disco. Cold Heart record label Mercury Records. Cold Heart performer Dua Lipa, Elton John. Cold Heart producer Pnau. Cold Heart publication year 2021. Cold Heart domain songs.",inform,0,,,6,100
"inform(name[Black Barbies], genres[hip hop music], producer[Mike WiLL Made-It], from_album[N/A], record_label[Interscope Records], publication_year[2016])",Black Barbies genres hip hop music. Black Barbies producer Mike WiLL Made-It. Black Barbies from album N/A. Black Barbies record label Interscope Records. Black Barbies publication year 2016. Black Barbies domain songs.,inform,0,,,6,100
