mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"inform(name[Marilyn Monroe], genres[funk], publication_year[2014], rating[excellent])",Marilyn Monroe is an excellent funk song from 2014.,9,,inform,#REF!,4,1,not so popular,0.91487265,,#REF!,0.002672645537,374.1611023,9.287529,match_scores_PPL,Marilyn Monroe,#REF!
"inform(name[Stereotypes], genres[Britpop], rating[good], performer[Blur])",Stereotypes is a good Britpop song by Blur.,8,,inform,#REF!,4,1,not so popular,0.910217,,#REF!,0.005126152585,195.0780792,6.274655311,match_scores_PPL,Stereotypes,#REF!
"inform(name[Cold Heart], genres[disco], performer[Dua Lipa, Elton John], rating[good])",Cold Heart is a good disco song by Dua Lipa and Elton John.,13,,inform,#REF!,4,1,popular,0.93950063,,#REF!,0.01204006828,83.05600739,9.837489906,match_scores,Cold Heart,#REF!
"inform(name[Money for Nothing], genres[rock music], producer[Mark Knopfler], record_label[Vertigo])",Money for Nothing is a rock music song produced by Mark Knopfler and released by Vertigo.,16,,inform,#REF!,4,1,popular,0.8957868,,#REF!,0.01658012317,60.31318283,5.75139181,match_scores,Money for Nothing,#REF!
"inform(name[Paint It Black], genres[rock music], instance_of[single], rating[excellent])",Paint It Black is an excellent rock single with a rating of excellent.,13,,inform,#REF!,4,1,popular,0.764788,,#REF!,0.004458638029,224.2837372,10.57107086,match_scores_PPL,Paint It Black,#REF!
"inform(name[Old Town Road], genres[Southern hip hop], rating[excellent], from_album[7])",Old Town Road is an excellent Southern hip hop song from the album 7.,14,,inform,#REF!,4,1,popular,0.8578301,,#REF!,0.004170369681,239.7868958,11.11492478,match_scores_PPL,Old Town Road,#REF!
"inform(name[Evolution], genres[nu metal], performer[Korn], instance_of[song])",Evolution is a nu metal song by Korn.,8,,inform,#REF!,4,1,not so popular,0.96425605,,#REF!,0.003056979056,327.1203308,5.669791111,match_scores_PPL,Evolution,#REF!
"inform(name[Marilyn Monroe], genres[funk], record_label[Columbia Records], publication_year[2014])",Marilyn Monroe is a funk song released by Columbia Records in 2014.,12,,inform,#REF!,4,1,not so popular,0.90950453,,#REF!,0.009757116493,102.489296,9.23843021,match_scores_PPL,Marilyn Monroe,#REF!
"inform(name[Anti-Hero], genres[synth-pop], rating[excellent], instance_of[musical work/composition])",Anti-Hero is an excellent synth-pop musical work/composition.,7,,inform,#REF!,4,1,popular,0.9758252,,#REF!,0.00484085583,206.5750427,4.990049702,match_scores_PPL,Anti-Hero,#REF!
"inform(name[Dragostea Din Tei], genres[Eurodance], record_label[Ultra Records], rating[excellent])",Dragostea Din Tei is an excellent Eurodance song from Ultra Records.,11,,inform,#REF!,4,1,popular,0.95143956,,#REF!,0.001310379825,763.1375122,16.59038701,match_scores,Dragostea Din Tei,#REF!
"inform(name[Pumped Up Kicks], genres[pop rock], performer[Foster the People], from_album[Torches])",Pumped Up Kicks is a pop rock song by Foster the People from the album Torches.,16,,inform,#REF!,4,1,popular,0.84955645,,#REF!,0.01060023748,94.33750916,10.12373487,match_scores_PPL,Pumped Up Kicks,#REF!
"inform(name[Bitter Sweet Symphony], genres[alternative rock], from_album[Urban Hymns], publication_year[1997])",Bitter Sweet Symphony is an alternative rock song from the 1997 album Urban Hymns.,14,,inform,#REF!,4,1,popular,0.90750045,,#REF!,0.01060242656,94.31803131,12.87433051,match_scores_PPL,Bitter Sweet Symphony,#REF!
"inform(name[Paint It Black], genres[rock music], publication_year[1966], rating[excellent])",Paint It Black is an excellent 1966 rock song.,9,,inform,#REF!,4,1,popular,0.91836554,,#REF!,0.002880966699,347.1057129,16.78445963,match_scores,Paint It Black,#REF!
"inform(name[Macarena], genres[music of Latin America], producer[Los del Río], rating[excellent])",Macarena is an excellent music of Latin America produced by Los del Río.,13,,inform,#REF!,4,1,popular,0.9620977,,#REF!,0.007353172178,135.9957275,7.141816289,match_scores,Macarena,#REF!
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], instance_of[single], producer[Swizz Beatz])"," Money, Cash, Hoes is an East Coast hip hop single produced by Swizz Beatz.",14,,inform,#REF!,4,1,not so popular,0.9649583,,#REF!,0.01376774762,72.63352203,27.44348134,match_scores_PPL,"Money, Cash, Hoes",#REF!
"inform(name[Somebody That I Used to Know], genres[art pop], rating[excellent], record_label[Eleven: A Music Company])",Somebody That I Used to Know is an excellent art pop song released by Eleven: A Music Company.,18,,inform,#REF!,4,1,popular,0.90624565,,#REF!,0.006120749187,163.3786926,30.82627646,match_scores_PPL,Somebody That I Used to Know,#REF!
"inform(name[Apple Shampoo], genres[pop punk], producer[Mark Trombino], rating[good])",Apple Shampoo is a good pop punk song produced by Mark Trombino.,12,,inform,#REF!,4,1,not so popular,0.92309767,,#REF!,0.004003508935,249.7808838,8.737167852,match_scores_PPL,Apple Shampoo,#REF!
"inform(name[Bitter Sweet Symphony], genres[alternative rock], instance_of[single], is_from_album[True])",Bitter Sweet Symphony is an alternative rock single from an album.,11,,inform,#REF!,4,1,popular,0.83275235,,#REF!,0.004620424212,216.4303436,12.60596809,match_scores_PPL,Bitter Sweet Symphony,#REF!
"inform(name[King of Sorrow], genres[contemporary R&B], publication_year[2001], instance_of[single])",King of Sorrow is a 2001 contemporary R&B single.,9,,inform,#REF!,4,1,not so popular,0.97093874,,#REF!,0.007789726822,128.3742065,14.99110695,match_scores_PPL,King of Sorrow,#REF!
"inform(name[Careless Whisper], genres[pop music], record_label[Columbia Records], publication_year[1984])",Careless Whisper is a pop music song released in 1984 by Columbia Records.,13,,inform,#REF!,4,1,popular,0.9294924,,#REF!,0.0165813481,60.30872726,8.493098745,match_scores,Careless Whisper,#REF!
"inform(name[Style], genres[pop rock], publication_year[2015], performer[Taylor Swift])",Style is a pop rock song from 2015 by Taylor Swift.,11,,inform,#REF!,4,1,popular,0.90461296,,#REF!,0.008131248394,122.9823456,8.054496385,match_scores,Style,#REF!
"inform(name[Seven Nation Army], genres[garage rock], record_label[XL Recordings], instance_of[single])",Seven Nation Army is a garage rock single released by XL Recordings.,12,,inform,#REF!,4,1,popular,0.9493113,,#REF!,0.007640163412,130.8872528,12.35622127,match_scores_PPL,Seven Nation Army,#REF!
"inform(name[King of Sorrow], genres[contemporary R&B], performer[Sade], rating[excellent])",King of Sorrow is an excellent contemporary R&B song by Sade.,11,,inform,#REF!,4,1,not so popular,0.9326051,,#REF!,0.01195441213,83.65112305,12.57119268,match_scores_PPL,King of Sorrow,#REF!
"inform(name[Dog Eat Dog], genres[new wave], is_from_album[True], producer[Chris Hughes])",Dog Eat Dog is a new wave song from an album produced by Chris Hughes.,15,,inform,#REF!,4,1,not so popular,0.81049055,,#REF!,0.008735793888,114.4715652,11.44707843,match_scores_PPL,Dog Eat Dog,#REF!
"inform(name[Somebody That I Used to Know], genres[art pop], performer[Gotye, Kimbra], publication_year[2011])",Somebody That I Used to Know is a 2011 art pop song performed by Gotye and Kimbra.,17,,inform,#REF!,4,1,popular,0.9074417,,#REF!,0.00878685822,113.8063202,15.989215,match_scores,Somebody That I Used to Know,#REF!
"inform(name[All or Nothing], genres[pop music], from_album[Girl You Know It's True], performer[Milli Vanilli])"," All or Nothing is a pop music song by Milli Vanilli from the album, Girl You Know It's Yes.",19,,inform,#REF!,4,1,not so popular,0.84127915,,#REF!,0.01804135684,55.42820358,9.246523455,match_scores,All or Nothing,#REF!
"inform(name[Over It], genres[contemporary R&B], publication_year[2007], instance_of[single])",Over It is a 2007 contemporary R&B single.,8,,inform,#REF!,4,1,not so popular,0.95488226,,#REF!,0.002652364018,377.0221558,18.36028135,match_scores_PPL,Over It,#REF!
"inform(name[I], genres[hip hop music], instance_of[single], record_label[Aftermath Entertainment])",I is a hip hop single released by Aftermath Entertainment.,10,,inform,#REF!,4,1,popular,0.81441885,,#REF!,0.00519448856,192.511734,8.295193507,match_scores_PPL,I,#REF!
"inform(name[Feel Again], genres[pop music], is_from_album[True], from_album[Native])"," ""Feel Again"" is a pop music song from the album Native.",11,,inform,#REF!,4,1,not so popular,0.705078,,#REF!,0.01079386794,92.64519501,6.285596338,match_scores_PPL,Feel Again,#REF!
"inform(name[Wild], genres[synth-pop], record_label[Universal Music Australia], rating[excellent])",Wild is an excellent synth-pop song by Universal Music Australia.,10,,inform,#REF!,4,1,not so popular,0.94220585,,#REF!,0.004864785017,205.5589294,14.99110695,match_scores_PPL,Wild,#REF!
"inform(name[For a Friend], genres[pop music], rating[mediocre], instance_of[single])",For a Friend is a mediocre pop music single.,9,,give_opinion,#REF!,4,1,not so popular,0.9518947,,#REF!,0.002354880524,424.6499939,4.990049702,all_scores_PPL,For a Friend,#REF!
"inform(name[The Way I Are], genres[pop music], producer[Joel Little], performer[Bebe Rexha], rating[excellent])",The Way I Are is an excellent pop music song produced by Joel Little and performed by Bebe Rexha.,19,,inform,#REF!,5,1,not so popular,0.86909145,,#REF!,0.01139511774,87.75688171,16.19557013,match_scores_PPL,The Way I Are,#REF!
"inform(name[Macarena], genres[Eurodance], is_from_album[True], producer[Los del Río], rating[excellent])",Macarena is an excellent Eurodance song from the album by Los del Río.,13,,inform,#REF!,5,1,popular,0.8441439,,#REF!,0.008900088843,112.358429,4.016138436,match_scores,Macarena,#REF!
"inform(name[Evolution], genres[nu metal], record_label[EMI], from_album[Untitled Korn album], publication_year[2007])"," Evolution is a nu metal song from the 2007 Untitled Korn album, published by EMI.",15,,inform,#REF!,5,1,not so popular,0.9204486,,#REF!,0.008503578559,117.5975494,5.439330544,match_scores,Evolution,#REF!
"inform(name[Poison], genres[dance-pop], from_album[Killer Love], record_label[Interscope Records], is_from_album[True])"," Poison is a dance-pop song from Killer Love, released by Interscope Records.",12,,inform,#REF!,5,1,not so popular,0.8430784,,#REF!,0.01833494084,54.5406723,8.493098745,match_scores,Poison,#REF!
"inform(name[Marilyn Monroe], genres[funk], record_label[Columbia Records], is_from_album[True], producer[Pharrell Williams])",Marilyn Monroe is a funk song produced by Pharrell Williams and released by Columbia Records on an album.,18,,inform,#REF!,5,1,not so popular,0.8404727,,#REF!,0.0170255681,58.73519135,7.01288758,match_scores,Marilyn Monroe,#REF!
"inform(name[Black Barbies], genres[hip hop music], is_from_album[False], producer[Mike WiLL Made-It], rating[excellent])",Black Barbies is an excellent hip hop song produced by Mike WiLL Made-It.,13,,inform,#REF!,5,1,not so popular,0.8796068,,#REF!,0.01417592282,70.54214478,6.754312829,match_scores_PPL,Black Barbies,#REF!
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], is_from_album[True], rating[good], performer[DMX, Jay-Z])"," Money, Cash, Hoes is a good East Coast hip hop song from an album, performed by DMX and Jay-Z.",19,,inform,#REF!,5,1,not so popular,0.8777482,,#REF!,0.01207122568,82.84162903,18.87952177,match_scores_PPL,"Money, Cash, Hoes",#REF!
"inform(name[Waka Waka], genres[pop rock], rating[excellent], record_label[Epic Records], from_album[Listen Up! The Official 2010 FIFA World Cup Album])"," Waka Waka is an excellent pop rock song from the Listen Up! The Official 2010 FIFA World Cup Album, released by Epic Records.",23,,inform,#REF!,5,1,popular,0.9584506,,#REF!,0.01018618986,98.1721344,26.44576726,match_scores,Waka Waka,#REF!
"inform(name[Right Here, Right Now], genres[electro], is_from_album[True], from_album[Déjà Vu], producer[Giorgio Moroder])"," Right Here, Right Now is an electro song from Giorgio Moroder's album Déjà Vu.",14,,inform,#REF!,5,1,not so popular,0.85935146,,#REF!,0.02700579121,37.0290947,27.22589423,match_scores,"Right Here, Right Now",#REF!
"inform(name[Over It], genres[sentimental ballad], performer[Katharine McPhee], producer[Josh Alexander], is_from_album[True])"," ""Over It"" is a sentimental ballad by Katharine McPhee produced by Josh Alexander, from her album.",16,,inform,#REF!,5,1,not so popular,0.8618068,,#REF!,0.01412322936,70.805336,5.725998732,match_scores,Over It,#REF!
"inform(name[So Good], genres[pop rap], publication_year[2012], instance_of[single], rating[excellent])",So Good is an excellent 2012 pop rap single.,9,,inform,#REF!,5,1,not so popular,0.96651274,,#REF!,0.002330914947,429.0160828,9.287529,match_scores_PPL,So Good,#REF!
"inform(name[Viva la Vida], genres[baroque pop], rating[excellent], instance_of[single], from_album[Viva la Vida or Death and All His Friends])",Viva la Vida is an excellent baroque pop single from the album Viva la Vida or Death and All His Friends.,21,,inform,#REF!,5,1,popular,0.9681813,,#REF!,0.02134074737,46.85871506,8.216107325,match_scores_PPL,Viva la Vida,#REF!
"inform(name[Stargazing], genres[tropical house], is_from_album[True], from_album[Stargazing], record_label[Sony Music])",Stargazing is a tropical house song from the album Stargazing by Sony Music.,13,,inform,#REF!,5,1,not so popular,0.90144175,,#REF!,0.01000481723,99.95185089,6.754312829,match_scores,Stargazing,#REF!
"inform(name[Style], genres[funk], from_album[1989], rating[excellent], instance_of[song])"," ""Style"" is an excellent funk song from the 1989 album.",10,,inform,#REF!,5,1,popular,0.8358878,,#REF!,0.006927933571,144.3431854,3.673526563,match_scores_PPL,Style,#REF!
"inform(name[Stargazing], genres[electronic dance music], is_from_album[True], instance_of[single], record_label[Sony Music])",Stargazing is an electronic dance music single from a Sony Music album.,12,,inform,#REF!,5,1,not so popular,0.8969496,,#REF!,0.006161540558,162.2970734,6.837203339,match_scores,Stargazing,#REF!
"inform(name[As It Was], genres[new wave], instance_of[single], from_album[Harry's House], rating[excellent])"," As It Was is a new wave single from Harry's House, rated excellent.",13,,inform,#REF!,5,1,popular,0.8870458,,#REF!,0.002163678787,462.1758118,10.51184684,match_scores,As It Was,#REF!
"inform(name[Over It], genres[pop music], rating[good], record_label[Inc.], publication_year[2007])",Over It is a good pop song released by Inc. in 2007.,12,,inform,#REF!,5,1,not so popular,0.7996463,,#REF!,0.004793697856,208.6072235,8.493098745,match_scores,Over It,#REF!
"inform(name[Anti-Hero], genres[synth-pop], performer[Taylor Swift], instance_of[musical work/composition], record_label[Republic Records])",Anti-Hero is a synth-pop song by Taylor Swift released by Republic Records.,12,,inform,#REF!,5,1,popular,0.82140964,,#REF!,0.01509843959,66.23200989,9.23843021,match_scores_PPL,Anti-Hero,#REF!
"inform(name[Take My Breath Away], genres[synth-pop], publication_year[1986], is_from_album[True], performer[Berlin])",Take My Breath Away is a synth-pop song from the 1986 album by Berlin.,14,,inform,#REF!,5,1,popular,0.8323827,,#REF!,0.01114868488,89.69667816,18.20705281,match_scores,Take My Breath Away,#REF!
"inform(name[For a Friend], genres[pop music], publication_year[1988], rating[mediocre], from_album[Red])",For a Friend is a mediocre pop song from the 1988 album Red.,13,,inform,#REF!,5,1,not so popular,0.8430837,,#REF!,0.00531168631,188.2641296,4.016138436,match_scores_PPL,For a Friend,#REF!
"inform(name[Somebody That I Used to Know], genres[indie pop], rating[excellent], is_from_album[True], producer[Gotye])"," Somebody That I Used to Know is an excellent indie pop song produced by Gotye, from an album.",18,,inform,#REF!,5,1,popular,0.6977594,,#REF!,0.01234639653,80.99529266,13.26475917,match_scores_PPL,Somebody That I Used to Know,#REF!
"inform(name[Wanna Get to Know You], genres[hip hop music], record_label[G-Unit Records], producer[Red Spyda], instance_of[single])",Wanna Get to Know You is a hip hop single on G-Unit Records produced by Red Spyda.,17,,inform,#REF!,5,1,not so popular,0.9048651,,#REF!,0.009694906173,103.1469498,8.590764836,match_scores,Wanna Get to Know You,#REF!
"inform(name[Apple Shampoo], genres[pop punk], is_from_album[True], record_label[MCA Records], instance_of[musical work/composition])"," ""Apple Shampoo"" is a pop punk song from the MCA Records album. It is a musical work/composition.",17,,inform,#REF!,5,1,not so popular,0.8227701,,#REF!,0.009746091678,102.6052322,3.916449665,match_scores,Apple Shampoo,#REF!
"inform(name[All or Nothing], genres[pop music], instance_of[single], is_from_album[True], performer[Milli Vanilli])"," ""All or Nothing"" is a pop music single by Milli Vanilli from an album.",14,,inform,#REF!,5,1,not so popular,0.8332837,,#REF!,0.02468102703,40.51695251,5.439330544,match_scores_PPL,All or Nothing,#REF!
