mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"inform(name[I Was Gonna Cancel], genres[synth-pop], record_label[Parlophone], is_from_album[True], from_album[Kiss Me Once])",inform,I Was Gonna Cancel is a synth-pop song released by Parlophone from the album Kiss Me Once.,17,,inform,1,5,1,not so popular,0.80118066,1,0.011908063,83.97671509,20.10537345,match_scores,I Was Gonna Cancel,1
"inform(name[All or Nothing], genres[pop music], from_album[Girl You Know It's True], performer[Milli Vanilli], instance_of[single])",inform," All or Nothing is a pop music single from the album Girl You Know It's Yes, performed by Milli Vanilli.",20,,inform,1,5,1,not so popular,0.86710894,1,0.015340359,65.18752289,8.794090522,match_scores_PPL,All or Nothing,1
"inform(name[Space Oddity], genres[space rock], from_album[David Bowie], performer[David Bowie], record_label[Philips Records])",inform,Space Oddity is a space rock song by David Bowie released on Philips Records album David Bowie.,17,,inform,1,5,1,popular,0.93956083,1,0.007238516,138.1498566,8.590764836,match_scores,Space Oddity,1
"inform(name[Poison], genres[dance-pop], from_album[Killer Love], performer[Nicole Scherzinger], instance_of[song])",inform," Poison is a dance-pop song by Nicole Scherzinger, from her album Killer Love.",13,,inform,1,5,1,not so popular,0.9122456,1,0.012780213,78.24595642,7.859438682,match_scores,Poison,1
"inform(name[Stargazing], genres[electronic dance music], instance_of[single], publication_year[2017], producer[Kygo])",inform,Stargazing is a 2017 electronic dance music single produced by Kygo.,11,,inform,1,5,1,not so popular,0.9601801,1,0.007040479,142.0357819,4.456882761,match_scores,Stargazing,1
"inform(name[So Good], genres[pop rap], publication_year[2012], from_album[Strange Clouds], record_label[Grand Hustle Records])",inform,So Good is a pop rap song from the 2012 album Strange Clouds by Grand Hustle Records.,17,,inform,1,5,1,not so popular,0.89351696,1,0.007834443,127.6414948,12.14917614,match_scores_PPL,So Good,1
"inform(name[Style], genres[funk], from_album[1989], producer[Ali Payami], publication_year[2015], is_from_album[True])",inform," Style is a funk song released in 2015, produced by Ali Payami and from the album 1989.",17,,inform,1,6,1,popular,0.794486,1,0.004259951,234.7444611,5.091212823,match_scores,Style,1
"inform(name[Habibi], genres[reggaeton], record_label[Sony Music], producer[Costi Ioniță], performer[Mohombi, Faydee], rating[excellent])",inform," Habibi is an excellent reggaeton song produced by Costi Ioniță released by Sony Music, featuring Mohombi and Faydee.",18,,inform,1,6,1,not so popular,0.9399564,1,0.00424739,235.4386902,6.439931429,match_scores,Habibi,1
"inform(name[Viva la Vida], genres[baroque pop], is_from_album[True], instance_of[single], record_label[Parlophone], from_album[Viva la Vida or Death and All His Friends])",inform," Viva la Vida is a baroque pop single from the album Viva la Vida or Death and All His Friends, released by Parlophone.",23,,inform,1,6,1,popular,0.94790584,1,0.027129823,36.85980606,7.378790595,match_scores_PPL,Viva la Vida,1
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], record_label[Roc-A-Fella Records], instance_of[single], performer[DMX, Jay-Z], producer[Swizz Beatz])",inform," Money, Cash, Hoes is a single from East Coast hip hop group Roc-A-Fella Records, featuring DMX and Jay-Z and produced by Swizz Beatz.",23,,inform,1,6,1,not so popular,0.9401271,1,0.027124511,36.86702347,18.97475033,match_scores,"Money, Cash, Hoes",1
"inform(name[As It Was], genres[new wave], publication_year[2022], is_from_album[True], from_album[Harry's House], instance_of[single])",inform,As It Was is a new wave single from the 2022 album Harry's House.,14,,inform,1,6,1,popular,0.8347139,1,0.002038375,490.5869141,11.11492478,match_scores_PPL,As It Was,1
"inform(name[Pumped Up Kicks], genres[pop rock], performer[Foster the People], publication_year[2010], rating[excellent], is_from_album[True])",inform," Pumped Up Kicks is an excellent pop rock song by Foster the People, released in 2010 as part of an album.",21,,inform,1,6,1,popular,0.7906632,1,0.018953585,52.76046753,7.289334177,match_scores,Pumped Up Kicks,1
"inform(name[Kings of the Wild Frontier], genres[post-punk], performer[Adam and the Ants], is_from_album[True], from_album[Kings of the Wild Frontier], producer[Chris Hughes])",inform,Kings of the Wild Frontier is a post-punk song produced by Chris Hughes and performed by Adam and the Ants on the album Kings of the Wild Frontier.,28,,inform,1,6,1,not so popular,0.91146046,1,0.024304977,41.14383698,5.064476165,match_scores,Kings of the Wild Frontier,1
"inform(name[Get Up!], genres[dubstep], publication_year[2011], performer[Skrillex, Korn], rating[excellent], is_from_album[True])",inform,Get Up! is an excellent dubstep song released in 2011 from Skrillex's and Korn's album.,15,,inform,1,6,1,not so popular,0.8152591,1,0.012923829,77.37644958,9.147827112,match_scores,Get Up!,1
"inform(name[Dog Eat Dog], genres[new wave], rating[good], publication_year[1980], performer[Adam and the Ants], from_album[Kings of the Wild Frontier])",inform,Dog Eat Dog is a good 1980 new wave song by Adam and the Ants from the album Kings of the Wild Frontier.,23,,inform,1,6,1,not so popular,0.91883796,1,0.006432776,155.4538727,8.529786851,match_scores_PPL,Dog Eat Dog,1
"inform(name[Somebody That I Used to Know], genres[indie pop], publication_year[2011], from_album[Making Mirrors], is_from_album[True], rating[excellent])",inform,Somebody That I Used to Know is an excellent 2011 indie pop song from the album Making Mirrors.,18,,inform,1,6,1,popular,0.81924754,1,0.009843114,101.5938644,16.19557013,match_scores_PPL,Somebody That I Used to Know,1
"inform(name[Habibi], genres[dancehall], record_label[Sony Music], is_from_album[False], performer[Costi Ioniță, Shaggy], publication_year[2014])",inform,Habibi is a dancehall song by Costi Ioniță and Shaggy that was released in 2014 on Sony Music.,18,,inform,1,6,1,not so popular,0.9119743,1,0.009184031,108.8846512,6.585833694,match_scores,Habibi,1
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], is_from_album[True], performer[DMX, Jay-Z], producer[Swizz Beatz], publication_year[1998])",inform," Money, Cash, Hoes is a 1998 East Coast hip hop song from the album, produced by Swizz Beatz and performed by DMX and Jay-Z.",24,,inform,1,6,1,not so popular,0.88131917,1,0.022050165,45.35113525,17.21916742,match_scores,"Money, Cash, Hoes",1
"inform(name[Right Here, Right Now], genres[disco], record_label[RCA Records], performer[Giorgio Moroder], producer[Giorgio Moroder], publication_year[2015])",inform," Right Here, Right Now is a disco song by Giorgio Moroder, produced by Giorgio Moroder and released by RCA Records in 2015.",22,,inform,1,6,1,not so popular,0.94598067,1,0.058784425,17.01130867,19.00414584,match_scores,"Right Here, Right Now",1
"inform(name[Wild], genres[synth-pop], producer[Alex Hope], instance_of[single], is_from_album[True], publication_year[2015])",inform,Wild is a synth-pop single produced by Alex Hope from the 2015 album.,13,,inform,1,6,1,not so popular,0.824613,1,0.006913904,144.6360779,6.754312829,match_scores,Wild,1
"inform(name[Que Calor], genres[Latin music], is_from_album[True], rating[excellent], publication_year[2019], record_label[Mad Decent])",inform," Que Calor is an excellent Latin music song from the 2019 album, Mad Decent.",14,,inform,1,6,1,not so popular,0.8680246,1,0.003047387,328.1500244,7.655122721,match_scores,Que Calor,1
"inform(name[Careless Whisper], genres[pop music], rating[excellent], instance_of[musical work/composition], is_from_album[True], from_album[Make It Big])",inform,Careless Whisper is an excellent pop music song from the album Make It Big.,14,,inform,1,6,1,popular,0.73070604,1,0.008830672,113.2416611,12.30068629,match_scores,Careless Whisper,1
"inform(name[Feel Again], genres[pop music], performer[OneRepublic], publication_year[2012], from_album[Native], rating[excellent])",inform," Feel Again is an excellent pop music song by OneRepublic, released in 2012 and featured in the album Native.",19,,inform,1,6,1,not so popular,0.83412766,1,0.008764053,114.1024628,4.319402268,match_scores,Feel Again,1
"inform(name[As It Was], genres[new wave], record_label[Columbia Records], is_from_album[True], publication_year[2022], performer[Harry Styles])",inform," As It Was is a new wave song by Harry Styles in 2022, from a Columbia Records album.",18,,inform,1,6,1,popular,0.84183764,1,0.004022451,248.6046448,10.83063051,match_scores,As It Was,1
"inform(name[Macarena], genres[flamenco], performer[Los del Río], from_album[A mí me gusta], record_label[Inc.], instance_of[musical work/composition])",inform," Macarena is a flamenco song by Los del Río from the album A mí me gusta, released by Inc. It is a musical work/composition.",24,,inform,1,6,1,popular,0.89343286,1,0.009953868,100.4634628,3.519887053,match_scores,Macarena,1
"inform(name[Mad Love], genres[electropop], performer[Mabel], from_album[Mabel singles discography], record_label[Polydor Records], rating[excellent])",inform," Mad Love is an excellent electropop track by Mabel, released in her Mabel singles discography via Polydor Records.",18,,inform,1,6,1,not so popular,0.9501128,1,0.006568275,152.2469788,5.993031481,match_scores,Mad Love,1
"inform(name[Y.M.C.A.], genres[disco], producer[Jacques Morali], is_from_album[True], from_album[Cruisin'], rating[excellent])",inform,Y.M.C.A. is an excellent disco song from the album Cruisin' by Jacques Morali.,13,,inform,1,6,1,popular,0.8471899,1,0.008269787,120.9220963,36.81985998,match_scores,Y.M.C.A.,1
"inform(name[Matador], genres[candombe], instance_of[musical work/composition], is_from_album[True], performer[Los Fabulosos Cadillacs], record_label[Sony Music])",inform," Matador is a candombe song from Los Fabulosos Cadillacs, released on the album by Sony Music.",16,,inform,1,6,1,not so popular,0.8470637,1,0.005501844,181.7572479,10.52149517,match_scores_PPL,Matador,1
"inform(name[Bitter Sweet Symphony], genres[alternative rock], rating[excellent], record_label[Hut Records], performer[The Verve], instance_of[single])",inform,Bitter Sweet Symphony is an excellent alternative rock single from Hut Records by The Verve.,15,,inform,1,6,1,popular,0.9657695,1,0.00330875,302.2289734,13.38016138,match_scores,Bitter Sweet Symphony,1
"inform(name[Evolution], genres[nu metal], from_album[Untitled Korn album], performer[Korn], publication_year[2007], instance_of[single])",inform,Evolution is a nu metal single by Korn from their 2007 Untitled Korn album.,14,,inform,1,6,1,not so popular,0.9711919,1,0.003937657,253.9581451,6.608973813,match_scores,Evolution,1
"inform(name[Y.M.C.A.], genres[disco], from_album[Cruisin'], publication_year[1978], instance_of[musical work/composition], record_label[Casablanca Records])",inform,Y.M.C.A. is a disco song from 1978 album Cruisin' by Casablanca Records.,12,,inform,1,6,1,popular,0.8325176,1,0.014769207,67.70844269,39.67088291,match_scores,Y.M.C.A.,1
"inform(name[Kings of the Wild Frontier], genres[post-punk], from_album[Kings of the Wild Frontier], publication_year[1980], instance_of[musical work/composition], performer[Adam and the Ants])",inform," Kings of the Wild Frontier is a post-punk song from the 1980 album Kings of the Wild Frontier, composed and performed by Adam and the Ants.",26,,inform,1,6,1,not so popular,0.8837235,1,0.029607757,33.77493286,4.62579989,match_scores,Kings of the Wild Frontier,1
"inform(name[Afterlife], genres[indie rock], publication_year[2013], performer[Arcade Fire], is_from_album[True], instance_of[song])",inform,Afterlife is an indie rock song by Arcade Fire from their 2013 album.,13,,inform,1,6,1,not so popular,0.8473694,1,0.009433321,106.0072021,6.754312829,match_scores,Afterlife,1
"inform(name[Every Breath You Take], genres[pop rock], rating[excellent], is_from_album[True], publication_year[1983], producer[Stewart Copeland])",inform," Every Breath You Take is an excellent pop rock song from the 1983 album, produced by Stewart Copeland.",18,,inform,1,6,1,popular,0.83246213,1,0.012239415,81.7032547,14.81394579,match_scores,Every Breath You Take,1
"inform(name[Seven Nation Army], genres[alternative rock], record_label[XL Recordings], instance_of[single], producer[Jack White], is_from_album[True])",inform," Seven Nation Army is an alternative rock single by Jack White, released by XL Recordings from an album.",18,,inform,1,6,1,popular,0.86366963,1,0.008223583,121.6014938,9.379601158,match_scores,Seven Nation Army,1
"inform(name[Bitter Sweet Symphony], genres[alternative rock], performer[The Verve], record_label[Hut Records], producer[Youth], publication_year[1997])",inform," Bitter Sweet Symphony is a 1997 alternative rock song by The Verve, produced by Youth and released on Hut Records.",20,,inform,1,6,1,popular,0.9015549,1,0.008834268,113.1955643,10.06263531,match_scores,Bitter Sweet Symphony,1
"inform(name[Mad Love], genres[electropop], from_album[Mabel singles discography], record_label[Polydor Records], instance_of[single], producer[Steve Mac])",inform," Mad Love is an electropop single from Mabel's singles discography, produced by Steve Mac and released on Polydor Records.",19,,inform,1,6,1,not so popular,0.9332768,1,0.00823424,121.4441223,6.291102779,match_scores,Mad Love,1
"inform(name[I Was Gonna Cancel], genres[synth-pop], is_from_album[True], from_album[Kiss Me Once], instance_of[musical work/composition], producer[Pharrell Williams])",inform,I Was Gonna Cancel is a synth-pop musical work/composition from the album Kiss Me Once. It was produced by Pharrell Williams.,21,,inform,1,6,1,not so popular,0.87828106,1,0.01218835,82.04556274,15.60424227,match_scores,I Was Gonna Cancel,1
"inform(name[Cold Heart], genres[disco], record_label[Virgin EMI Records], producer[Pnau], publication_year[2021], instance_of[single])",inform," Cold Heart is a 2021 disco single by Pnau, released on Virgin EMI Records.",14,,inform,1,6,1,popular,0.96358675,1,0.003299615,303.0657043,6.437165254,match_scores,Cold Heart,1
"inform(name[Pumped Up Kicks], genres[pop rock], instance_of[single], record_label[Startime International], publication_year[2010], rating[excellent])",inform,Pumped Up Kicks is an excellent pop rock single released in 2010 by StarTime International.,15,,inform,1,6,1,popular,0.95204693,1,0.005438326,183.880127,10.34360301,match_scores_PPL,Pumped Up Kicks,1
"inform(name[Apple Shampoo], genres[pop punk], record_label[MCA Records], rating[good], instance_of[musical work/composition], producer[Mark Trombino])",inform,Apple Shampoo is a good pop punk composition by MCA Records produced by Mark Trombino.,15,,inform,1,6,1,not so popular,0.86208636,1,0.004209386,237.5643463,7.314031827,match_scores,Apple Shampoo,1
